CustomerKey,Gender,TotalChildren,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
13488,F,2,Management,3,2-5 Miles,77,0
13489,F,5,Management,2,5-10 Miles,76,1
13490,M,2,Management,3,5-10 Miles,76,0
13491,F,2,Management,3,2-5 Miles,76,0
13492,M,2,Management,4,0-1 Miles,75,1
13493,F,1,Manual,0,0-1 Miles,50,0
13494,M,1,Manual,0,0-1 Miles,53,0
13495,M,1,Clerical,0,0-1 Miles,52,0
13496,M,1,Clerical,0,0-1 Miles,53,0
13497,F,1,Clerical,0,0-1 Miles,54,0
13498,M,4,Clerical,0,0-1 Miles,53,0
13499,F,4,Clerical,0,0-1 Miles,53,0
13500,F,1,Manual,0,0-1 Miles,57,0
13501,M,1,Manual,0,0-1 Miles,57,0
13502,F,1,Manual,0,0-1 Miles,57,0
13503,M,1,Manual,0,0-1 Miles,57,0
13504,F,2,Manual,0,0-1 Miles,59,1
13505,F,2,Manual,0,0-1 Miles,59,0
13506,M,2,Manual,0,0-1 Miles,60,0
13507,F,2,Manual,0,1-2 Miles,59,0
13508,F,1,Clerical,0,0-1 Miles,78,0
13509,M,1,Clerical,0,0-1 Miles,78,0
13510,M,2,Manual,1,2-5 Miles,75,0
13511,M,2,Manual,1,1-2 Miles,74,1
13512,F,2,Manual,1,2-5 Miles,73,0
13513,F,1,Clerical,0,0-1 Miles,74,1
13514,F,3,Manual,1,1-2 Miles,73,1
13515,F,1,Manual,0,0-1 Miles,73,1
13516,M,1,Clerical,0,0-1 Miles,73,0
13517,M,1,Clerical,0,0-1 Miles,73,1
13518,M,0,Manual,1,0-1 Miles,36,1
13519,M,0,Manual,1,2-5 Miles,36,1
13520,F,0,Manual,1,2-5 Miles,37,1
13521,F,0,Manual,1,2-5 Miles,37,1
13522,M,0,Manual,2,0-1 Miles,37,0
13523,F,0,Manual,2,0-1 Miles,38,0
13524,F,0,Clerical,0,0-1 Miles,37,1
13525,F,0,Clerical,0,0-1 Miles,37,1
13526,F,0,Clerical,0,0-1 Miles,37,1
13527,F,0,Manual,0,0-1 Miles,38,1
13528,F,0,Manual,0,0-1 Miles,38,1
13529,F,0,Manual,0,0-1 Miles,38,1
13530,F,1,Clerical,0,0-1 Miles,71,0
13531,M,4,Clerical,0,0-1 Miles,54,0
13532,F,4,Clerical,0,0-1 Miles,54,0
13533,M,4,Clerical,0,0-1 Miles,53,0
13534,F,3,Clerical,0,0-1 Miles,54,0
13535,M,1,Manual,0,0-1 Miles,55,0
13536,F,1,Manual,1,1-2 Miles,56,1
13537,F,1,Manual,1,1-2 Miles,55,1
13538,F,2,Manual,1,1-2 Miles,56,1
13539,M,3,Clerical,0,0-1 Miles,56,0
13540,F,3,Clerical,0,0-1 Miles,55,1
13541,F,3,Clerical,0,0-1 Miles,55,1
13542,F,1,Clerical,0,0-1 Miles,57,1
13543,M,1,Clerical,0,0-1 Miles,57,1
13544,F,0,Manual,1,2-5 Miles,44,0
13545,M,0,Clerical,0,0-1 Miles,45,1
13546,M,0,Clerical,0,0-1 Miles,45,1
13547,F,2,Manual,0,0-1 Miles,46,0
13548,F,0,Clerical,0,0-1 Miles,44,1
13549,M,2,Manual,0,0-1 Miles,46,0
13550,M,0,Manual,1,2-5 Miles,46,0
13551,M,0,Clerical,0,0-1 Miles,45,1
13552,M,0,Clerical,0,0-1 Miles,46,1
13553,F,1,Clerical,0,1-2 Miles,45,1
13554,F,1,Clerical,0,0-1 Miles,45,1
13555,F,0,Clerical,0,0-1 Miles,45,1
13556,F,0,Clerical,0,0-1 Miles,45,1
13557,F,0,Clerical,0,0-1 Miles,46,1
13558,F,0,Clerical,0,0-1 Miles,46,1
13559,F,0,Skilled Manual,0,0-1 Miles,46,1
13560,M,0,Skilled Manual,0,0-1 Miles,46,1
13561,M,0,Skilled Manual,0,0-1 Miles,46,1
13562,M,0,Skilled Manual,0,0-1 Miles,46,1
13563,M,0,Skilled Manual,0,0-1 Miles,46,1
13564,F,3,Manual,2,0-1 Miles,63,1
13565,F,3,Manual,2,0-1 Miles,63,1
13566,F,3,Manual,2,0-1 Miles,64,0
13567,F,4,Manual,2,0-1 Miles,63,1
13568,M,4,Manual,2,0-1 Miles,64,0
13569,M,2,Manual,1,0-1 Miles,47,0
13570,M,2,Manual,1,0-1 Miles,47,1
13571,M,2,Manual,1,0-1 Miles,47,0
13572,M,3,Manual,0,0-1 Miles,47,1
13573,M,1,Manual,0,2-5 Miles,46,0
13574,F,1,Manual,0,2-5 Miles,47,0
13575,F,5,Professional,2,2-5 Miles,71,1
13576,F,3,Management,3,0-1 Miles,70,1
13577,M,5,Professional,2,2-5 Miles,70,1
13578,M,5,Professional,3,10+ Miles,70,0
13579,M,3,Management,4,5-10 Miles,69,1
13580,F,3,Management,4,5-10 Miles,69,1
13581,M,4,Professional,4,5-10 Miles,68,1
13582,F,4,Professional,4,0-1 Miles,68,0
13583,M,3,Professional,2,10+ Miles,60,1
13584,M,4,Professional,1,10+ Miles,62,1
13585,F,4,Professional,1,2-5 Miles,62,1
13586,M,4,Professional,2,10+ Miles,62,0
13587,F,3,Professional,3,10+ Miles,60,0
13588,F,3,Professional,4,0-1 Miles,61,0
13589,M,4,Professional,2,10+ Miles,61,0
13590,M,0,Management,3,10+ Miles,62,1
13591,F,0,Management,3,0-1 Miles,62,1
13592,F,5,Skilled Manual,2,2-5 Miles,63,1
13593,F,3,Professional,4,10+ Miles,63,0
13594,F,3,Professional,4,10+ Miles,63,0
13595,M,5,Skilled Manual,2,10+ Miles,64,1
13596,M,4,Professional,3,2-5 Miles,64,0
13597,M,4,Professional,3,10+ Miles,64,0
13598,M,4,Professional,3,10+ Miles,64,0
13599,F,4,Professional,3,10+ Miles,64,0
13600,F,4,Professional,4,10+ Miles,64,1
13601,F,3,Management,4,5-10 Miles,65,0
13602,F,4,Management,2,10+ Miles,65,1
13603,F,4,Management,3,10+ Miles,65,0
13604,M,4,Management,3,10+ Miles,65,0
13605,M,5,Management,3,5-10 Miles,65,1
13606,M,3,Management,4,10+ Miles,66,1
13607,M,4,Management,3,10+ Miles,66,1
13608,F,4,Management,3,10+ Miles,66,0
13609,M,5,Management,4,10+ Miles,66,0
13610,M,5,Management,4,10+ Miles,66,0
13611,M,4,Management,3,10+ Miles,67,0
13612,F,5,Professional,4,10+ Miles,68,0
13613,M,0,Professional,3,10+ Miles,39,0
13614,F,0,Professional,4,10+ Miles,40,0
13615,F,0,Professional,4,2-5 Miles,40,0
13616,M,0,Professional,2,10+ Miles,39,1
13617,M,0,Professional,3,10+ Miles,39,0
13618,M,0,Professional,3,10+ Miles,38,1
13619,M,0,Professional,3,10+ Miles,39,1
13620,M,0,Professional,3,10+ Miles,39,1
13621,F,0,Professional,4,10+ Miles,41,0
13622,M,0,Professional,4,10+ Miles,41,1
13623,M,0,Professional,3,10+ Miles,42,0
13624,F,0,Professional,3,10+ Miles,41,0
13625,M,0,Professional,3,10+ Miles,41,1
13626,M,0,Professional,3,10+ Miles,41,1
13627,F,0,Professional,3,10+ Miles,43,0
13628,F,0,Management,3,10+ Miles,41,0
13629,F,0,Professional,3,10+ Miles,43,1
13630,F,0,Professional,3,10+ Miles,43,1
13631,M,0,Professional,3,10+ Miles,42,1
13632,F,0,Professional,3,10+ Miles,43,1
13633,M,0,Professional,3,10+ Miles,43,1
13634,F,0,Management,3,10+ Miles,43,0
13635,M,0,Professional,4,10+ Miles,44,0
13636,M,0,Professional,3,10+ Miles,44,1
13637,F,0,Management,3,10+ Miles,43,1
13638,F,0,Management,4,10+ Miles,43,1
13639,M,0,Management,3,10+ Miles,44,0
13640,F,0,Management,4,10+ Miles,44,0
13641,M,0,Professional,4,10+ Miles,45,0
13642,F,0,Management,4,10+ Miles,44,0
13643,M,0,Professional,4,10+ Miles,44,1
13644,F,0,Professional,4,10+ Miles,45,1
13645,M,0,Professional,4,10+ Miles,44,1
13646,M,0,Management,4,10+ Miles,44,1
13647,M,0,Professional,4,10+ Miles,45,1
13648,M,0,Professional,4,10+ Miles,44,1
13649,F,0,Professional,4,10+ Miles,44,1
13650,M,0,Management,4,10+ Miles,44,1
13651,M,0,Management,4,10+ Miles,44,1
13652,F,5,Management,2,5-10 Miles,74,0
13653,M,5,Management,2,1-2 Miles,74,1
13654,M,2,Management,3,1-2 Miles,74,0
13655,M,2,Management,3,5-10 Miles,74,0
13656,F,2,Management,2,5-10 Miles,74,0
13657,F,2,Management,2,5-10 Miles,74,1
13658,M,2,Management,4,0-1 Miles,74,1
13659,M,2,Management,4,5-10 Miles,73,0
13660,M,5,Management,2,10+ Miles,73,1
13661,M,1,Skilled Manual,0,1-2 Miles,39,1
13662,M,0,Manual,2,1-2 Miles,40,1
13663,M,0,Manual,2,1-2 Miles,42,0
13664,M,0,Manual,2,0-1 Miles,42,0
13665,F,0,Manual,2,0-1 Miles,42,0
13666,F,0,Manual,2,1-2 Miles,42,1
13667,M,0,Manual,2,1-2 Miles,42,1
13668,M,5,Professional,2,5-10 Miles,51,0
13669,F,3,Professional,2,0-1 Miles,52,0
13670,F,3,Professional,2,0-1 Miles,51,0
13671,M,0,Clerical,1,1-2 Miles,41,0
13672,M,0,Manual,2,0-1 Miles,35,0
13673,F,0,Manual,2,0-1 Miles,34,0
13674,M,0,Manual,2,1-2 Miles,35,0
13675,M,0,Manual,2,0-1 Miles,35,0
13676,M,0,Manual,2,0-1 Miles,35,0
13677,F,0,Manual,1,1-2 Miles,37,0
13678,M,1,Skilled Manual,0,0-1 Miles,41,1
13679,F,1,Skilled Manual,0,0-1 Miles,41,1
13680,F,1,Skilled Manual,0,1-2 Miles,40,1
13681,M,0,Manual,1,2-5 Miles,41,0
13682,M,0,Manual,1,1-2 Miles,42,0
13683,F,0,Manual,1,2-5 Miles,41,0
13684,M,0,Manual,2,1-2 Miles,43,0
13685,F,1,Skilled Manual,0,0-1 Miles,42,1
13686,M,1,Skilled Manual,1,0-1 Miles,41,1
13687,M,1,Skilled Manual,1,0-1 Miles,42,1
13688,M,0,Skilled Manual,0,1-2 Miles,42,0
13689,F,0,Skilled Manual,0,0-1 Miles,42,1
13690,F,0,Manual,2,1-2 Miles,43,1
13691,F,2,Clerical,0,1-2 Miles,42,1
13692,M,2,Clerical,0,0-1 Miles,42,0
13693,M,0,Manual,2,1-2 Miles,44,1
13694,F,0,Manual,1,2-5 Miles,43,0
13695,M,0,Manual,1,2-5 Miles,44,0
13696,F,2,Clerical,1,1-2 Miles,43,0
13697,M,2,Clerical,1,0-1 Miles,44,1
13698,F,2,Clerical,2,1-2 Miles,44,0
13699,F,3,Clerical,0,0-1 Miles,40,0
13700,M,3,Clerical,1,1-2 Miles,40,1
13701,F,3,Clerical,1,0-1 Miles,40,0
13702,F,3,Clerical,2,1-2 Miles,41,1
13703,F,0,Skilled Manual,0,0-1 Miles,41,0
13704,F,0,Skilled Manual,0,1-2 Miles,41,1
13705,M,0,Skilled Manual,0,1-2 Miles,41,1
13706,F,3,Clerical,2,1-2 Miles,40,1
13707,M,4,Clerical,1,0-1 Miles,39,0
13708,F,0,Skilled Manual,0,0-1 Miles,49,0
13709,M,0,Skilled Manual,0,1-2 Miles,49,1
13710,F,0,Skilled Manual,0,1-2 Miles,49,1
13711,M,0,Skilled Manual,0,1-2 Miles,49,1
13712,F,0,Skilled Manual,0,1-2 Miles,49,1
13713,M,0,Skilled Manual,0,1-2 Miles,49,1
13714,F,2,Manual,2,1-2 Miles,62,1
13715,M,1,Skilled Manual,1,1-2 Miles,62,1
13716,M,1,Skilled Manual,1,1-2 Miles,62,1
13717,F,1,Skilled Manual,1,1-2 Miles,62,0
13718,M,1,Skilled Manual,1,1-2 Miles,62,1
13719,M,2,Manual,2,1-2 Miles,60,1
13720,M,3,Manual,2,1-2 Miles,60,1
13721,M,3,Clerical,2,1-2 Miles,61,1
13722,M,1,Manual,1,1-2 Miles,60,1
13723,M,1,Clerical,1,5-10 Miles,61,0
13724,M,1,Clerical,1,0-1 Miles,61,1
13725,M,1,Clerical,1,0-1 Miles,60,1
13726,M,1,Clerical,1,0-1 Miles,61,1
13727,F,1,Clerical,1,1-2 Miles,60,0
13728,F,1,Clerical,1,0-1 Miles,60,1
13729,M,1,Clerical,1,0-1 Miles,59,1
13730,M,1,Clerical,1,0-1 Miles,59,1
13731,F,5,Skilled Manual,0,0-1 Miles,60,0
13732,F,5,Skilled Manual,0,1-2 Miles,60,0
13733,F,1,Clerical,1,0-1 Miles,58,1
13734,F,1,Clerical,1,0-1 Miles,59,1
13735,M,1,Clerical,1,0-1 Miles,59,1
13736,M,1,Clerical,1,1-2 Miles,59,1
13737,M,1,Clerical,1,1-2 Miles,58,0
13738,M,1,Clerical,1,1-2 Miles,59,0
13739,M,1,Clerical,1,1-2 Miles,59,0
13740,F,1,Clerical,1,1-2 Miles,57,0
13741,F,1,Clerical,1,0-1 Miles,57,1
13742,M,1,Clerical,1,1-2 Miles,57,1
13743,F,1,Clerical,1,1-2 Miles,57,1
13744,M,1,Clerical,1,1-2 Miles,57,1
13745,M,1,Clerical,1,1-2 Miles,58,1
13746,F,1,Clerical,1,1-2 Miles,58,1
13747,M,1,Clerical,1,1-2 Miles,57,1
13748,M,4,Skilled Manual,0,1-2 Miles,57,0
13749,M,4,Skilled Manual,0,1-2 Miles,56,0
13750,M,4,Skilled Manual,0,0-1 Miles,57,0
13751,F,4,Skilled Manual,0,0-1 Miles,56,0
13752,F,4,Skilled Manual,0,0-1 Miles,57,0
13753,F,4,Skilled Manual,0,0-1 Miles,57,0
13754,F,4,Skilled Manual,0,1-2 Miles,57,0
13755,M,4,Skilled Manual,0,1-2 Miles,56,0
13756,F,4,Skilled Manual,0,1-2 Miles,56,0
13757,F,4,Skilled Manual,0,0-1 Miles,56,0
13758,F,4,Skilled Manual,0,1-2 Miles,56,0
13759,M,4,Skilled Manual,0,1-2 Miles,56,0
13760,M,4,Skilled Manual,0,0-1 Miles,56,0
13761,M,4,Skilled Manual,0,1-2 Miles,56,0
13762,M,4,Skilled Manual,0,1-2 Miles,56,0
13763,F,4,Skilled Manual,0,1-2 Miles,55,0
13764,F,1,Manual,1,2-5 Miles,47,0
13765,M,1,Clerical,0,1-2 Miles,47,1
13766,M,1,Clerical,0,2-5 Miles,47,1
13767,F,1,Clerical,0,1-2 Miles,46,1
13768,M,0,Clerical,0,0-1 Miles,47,1
13769,M,0,Clerical,0,0-1 Miles,47,1
13770,M,0,Clerical,0,0-1 Miles,47,1
13771,M,0,Clerical,0,0-1 Miles,46,1
13772,F,0,Clerical,0,0-1 Miles,46,1
13773,F,3,Manual,1,0-1 Miles,48,0
13774,M,3,Manual,1,0-1 Miles,48,1
13775,F,4,Manual,0,0-1 Miles,48,0
13776,M,1,Clerical,1,2-5 Miles,89,0
13777,M,1,Clerical,0,2-5 Miles,47,1
13778,M,1,Clerical,0,2-5 Miles,47,1
13779,M,4,Manual,1,0-1 Miles,48,1
13780,F,1,Manual,1,2-5 Miles,49,0
13781,F,0,Clerical,0,0-1 Miles,48,0
13782,F,0,Clerical,0,0-1 Miles,48,1
13783,M,0,Clerical,0,0-1 Miles,48,1
13784,M,2,Manual,0,0-1 Miles,49,1
13785,M,1,Clerical,1,1-2 Miles,49,0
13786,M,1,Clerical,1,1-2 Miles,48,0
13787,M,1,Clerical,1,2-5 Miles,49,0
13788,F,1,Clerical,1,2-5 Miles,49,0
13789,F,4,Manual,2,0-1 Miles,50,1
13790,F,2,Manual,0,0-1 Miles,50,1
13791,F,2,Manual,1,0-1 Miles,49,0
13792,M,2,Manual,2,0-1 Miles,50,1
13793,M,1,Skilled Manual,2,0-1 Miles,49,1
13794,F,2,Manual,2,0-1 Miles,51,1
13795,M,3,Manual,1,0-1 Miles,51,1
13796,F,3,Manual,2,0-1 Miles,52,0
13797,M,3,Manual,1,0-1 Miles,52,0
13798,F,3,Manual,2,0-1 Miles,52,0
13799,M,2,Manual,0,0-1 Miles,49,1
13800,M,2,Manual,0,0-1 Miles,52,1
13801,F,2,Clerical,0,0-1 Miles,51,1
13802,F,2,Clerical,1,1-2 Miles,81,0
13803,F,1,Skilled Manual,0,0-1 Miles,81,0
13804,F,1,Skilled Manual,0,0-1 Miles,50,0
13805,M,1,Skilled Manual,0,0-1 Miles,50,0
13806,M,2,Clerical,2,0-1 Miles,51,1
13807,M,2,Clerical,2,0-1 Miles,50,1
13808,M,2,Clerical,2,0-1 Miles,50,1
13809,F,1,Skilled Manual,0,0-1 Miles,51,0
13810,F,1,Skilled Manual,0,0-1 Miles,51,0
13811,F,2,Clerical,2,0-1 Miles,52,1
13812,F,2,Clerical,2,0-1 Miles,52,1
13813,F,3,Clerical,0,0-1 Miles,51,0
13814,F,3,Clerical,2,0-1 Miles,36,0
13815,F,3,Clerical,2,0-1 Miles,35,0
13816,F,3,Clerical,2,0-1 Miles,35,0
13817,F,5,Manual,4,0-1 Miles,36,0
13818,F,0,Manual,1,2-5 Miles,37,0
13819,M,0,Manual,1,2-5 Miles,37,0
13820,M,1,Skilled Manual,0,0-1 Miles,51,1
13821,M,1,Skilled Manual,0,0-1 Miles,52,1
13822,M,1,Skilled Manual,1,0-1 Miles,53,1
13823,F,1,Skilled Manual,1,0-1 Miles,53,1
13824,F,4,Clerical,2,0-1 Miles,37,0
13825,M,5,Clerical,2,0-1 Miles,37,0
13826,F,0,Clerical,1,0-1 Miles,37,0
13827,M,0,Clerical,1,0-1 Miles,37,0
13828,F,0,Clerical,1,2-5 Miles,38,0
13829,M,0,Clerical,1,0-1 Miles,38,1
13830,F,0,Clerical,1,2-5 Miles,38,0
13831,M,0,Manual,1,2-5 Miles,39,0
13832,F,0,Manual,1,5-10 Miles,39,0
13833,M,0,Manual,1,1-2 Miles,39,0
13834,F,0,Manual,1,5-10 Miles,39,0
13835,F,0,Manual,1,1-2 Miles,39,0
13836,M,0,Clerical,1,0-1 Miles,39,1
13837,F,0,Clerical,1,2-5 Miles,39,0
13838,F,0,Clerical,1,2-5 Miles,39,0
13839,M,0,Manual,2,0-1 Miles,41,1
13840,M,0,Manual,2,0-1 Miles,41,1
13841,M,0,Manual,2,1-2 Miles,41,1
13842,M,0,Manual,2,0-1 Miles,41,1
13843,M,0,Clerical,1,0-1 Miles,40,0
13844,M,0,Clerical,1,2-5 Miles,40,1
13845,M,1,Skilled Manual,0,1-2 Miles,39,1
13846,F,1,Skilled Manual,0,0-1 Miles,40,1
13847,M,1,Skilled Manual,0,1-2 Miles,40,1
13848,F,4,Clerical,2,0-1 Miles,43,0
13849,M,4,Clerical,2,1-2 Miles,43,1
13850,M,0,Skilled Manual,0,1-2 Miles,43,0
13851,M,0,Skilled Manual,0,1-2 Miles,43,1
13852,M,0,Skilled Manual,0,1-2 Miles,42,1
13853,M,0,Skilled Manual,0,1-2 Miles,41,1
13854,M,1,Skilled Manual,0,0-1 Miles,41,1
13855,F,1,Skilled Manual,0,0-1 Miles,42,1
13856,M,4,Skilled Manual,3,10+ Miles,44,1
13857,F,1,Skilled Manual,0,0-1 Miles,44,0
13858,F,1,Skilled Manual,0,1-2 Miles,44,0
13859,F,1,Skilled Manual,0,0-1 Miles,44,0
13860,F,1,Skilled Manual,0,1-2 Miles,42,0
13861,F,1,Skilled Manual,0,0-1 Miles,43,0
13862,M,1,Skilled Manual,0,2-5 Miles,42,1
13863,M,1,Skilled Manual,0,2-5 Miles,43,0
13864,F,1,Skilled Manual,0,0-1 Miles,42,0
13865,F,2,Professional,0,2-5 Miles,43,1
13866,F,2,Professional,0,0-1 Miles,43,1
13867,M,1,Skilled Manual,0,0-1 Miles,44,0
13868,F,1,Professional,0,2-5 Miles,45,0
13869,F,1,Skilled Manual,1,2-5 Miles,46,0
13870,M,2,Skilled Manual,0,0-1 Miles,46,1
13871,F,2,Skilled Manual,0,2-5 Miles,45,1
13872,F,1,Professional,0,0-1 Miles,46,0
13873,M,3,Professional,0,0-1 Miles,44,1
13874,F,1,Professional,0,0-1 Miles,45,0
13875,F,1,Professional,0,2-5 Miles,45,0
13876,M,1,Professional,0,2-5 Miles,46,0
13877,M,2,Skilled Manual,0,0-1 Miles,47,1
13878,M,2,Skilled Manual,0,2-5 Miles,47,1
13879,M,2,Skilled Manual,1,0-1 Miles,47,0
13880,M,2,Skilled Manual,1,2-5 Miles,47,0
13881,F,2,Skilled Manual,1,2-5 Miles,47,0
13882,F,0,Professional,1,2-5 Miles,47,1
13883,M,0,Professional,1,2-5 Miles,48,1
13884,F,0,Professional,1,2-5 Miles,48,1
13885,M,3,Professional,0,2-5 Miles,45,1
13886,F,4,Professional,0,2-5 Miles,44,1
13887,M,2,Professional,0,0-1 Miles,44,1
13888,M,2,Skilled Manual,1,2-5 Miles,47,0
13889,M,0,Professional,0,2-5 Miles,49,1
13890,F,0,Professional,0,2-5 Miles,48,1
13891,M,0,Professional,0,0-1 Miles,48,0
13892,M,0,Professional,0,2-5 Miles,48,1
13893,M,4,Professional,0,2-5 Miles,49,0
13894,F,5,Professional,0,0-1 Miles,46,1
13895,F,5,Professional,0,2-5 Miles,45,1
13896,F,5,Professional,0,2-5 Miles,45,1
13897,M,5,Professional,0,2-5 Miles,45,1
13898,M,5,Professional,0,2-5 Miles,45,1
13899,M,5,Professional,2,2-5 Miles,46,0
13900,M,5,Professional,2,0-1 Miles,46,0
13901,M,5,Professional,2,0-1 Miles,45,0
13902,M,5,Professional,3,10+ Miles,46,0
13903,M,2,Professional,0,0-1 Miles,45,1
13904,F,2,Professional,0,0-1 Miles,46,1
13905,M,3,Professional,0,0-1 Miles,46,1
13906,F,0,Professional,1,0-1 Miles,50,1
13907,F,3,Skilled Manual,1,0-1 Miles,50,1
13908,F,3,Skilled Manual,1,0-1 Miles,50,1
13909,F,3,Skilled Manual,1,0-1 Miles,50,1
13910,F,3,Skilled Manual,2,2-5 Miles,50,1
13911,F,3,Skilled Manual,2,2-5 Miles,50,1
13912,F,3,Skilled Manual,3,10+ Miles,50,1
13913,F,4,Skilled Manual,1,2-5 Miles,49,0
13914,F,0,Professional,1,0-1 Miles,50,0
13915,F,4,Skilled Manual,2,2-5 Miles,50,1
13916,M,4,Skilled Manual,2,0-1 Miles,50,1
13917,M,4,Skilled Manual,2,0-1 Miles,51,1
13918,M,4,Skilled Manual,3,10+ Miles,51,1
13919,F,1,Skilled Manual,1,0-1 Miles,91,0
13920,F,4,Skilled Manual,2,0-1 Miles,51,0
13921,M,4,Professional,2,2-5 Miles,52,0
13922,M,4,Professional,2,2-5 Miles,52,0
13923,M,0,Professional,1,0-1 Miles,47,0
13924,F,0,Professional,1,2-5 Miles,47,0
13925,M,0,Professional,1,2-5 Miles,51,1
13926,M,0,Professional,1,2-5 Miles,52,0
13927,M,0,Professional,1,0-1 Miles,51,1
13928,M,3,Professional,0,0-1 Miles,52,0
13929,M,3,Skilled Manual,2,2-5 Miles,53,0
13930,F,1,Skilled Manual,1,0-1 Miles,53,0
13931,M,1,Skilled Manual,1,2-5 Miles,53,0
13932,M,4,Skilled Manual,3,10+ Miles,53,0
13933,F,1,Skilled Manual,1,2-5 Miles,54,0
13934,M,4,Skilled Manual,2,2-5 Miles,55,0
13935,F,4,Skilled Manual,2,2-5 Miles,54,0
13936,M,0,Skilled Manual,1,0-1 Miles,48,0
13937,F,0,Skilled Manual,1,2-5 Miles,47,0
13938,M,0,Professional,1,0-1 Miles,48,1
13939,M,0,Professional,1,0-1 Miles,48,1
13940,F,0,Professional,1,2-5 Miles,48,0
13941,F,1,Skilled Manual,1,0-1 Miles,54,0
13942,M,1,Skilled Manual,1,0-1 Miles,55,0
13943,F,1,Skilled Manual,1,2-5 Miles,54,0
13944,M,1,Skilled Manual,1,0-1 Miles,55,0
13945,F,1,Skilled Manual,1,0-1 Miles,55,0
13946,M,4,Professional,0,0-1 Miles,56,0
13947,F,1,Professional,1,0-1 Miles,55,1
13948,F,2,Professional,0,0-1 Miles,56,1
13949,M,2,Professional,0,0-1 Miles,55,1
13950,F,5,Professional,1,2-5 Miles,57,0
13951,M,1,Management,1,2-5 Miles,85,0
13952,M,1,Management,0,0-1 Miles,46,0
13953,F,1,Management,0,0-1 Miles,46,1
13954,M,2,Professional,1,2-5 Miles,47,0
13955,M,2,Professional,0,0-1 Miles,45,1
13956,F,5,Professional,3,10+ Miles,46,0
13957,F,2,Professional,1,2-5 Miles,47,1
13958,F,5,Professional,3,10+ Miles,47,1
13959,F,1,Management,0,0-1 Miles,46,1
13960,F,5,Professional,4,10+ Miles,48,1
13961,F,5,Management,3,0-1 Miles,49,0
13962,F,5,Management,3,0-1 Miles,49,0
13963,F,5,Management,3,0-1 Miles,48,0
13964,F,0,Professional,0,2-5 Miles,49,1
13965,M,0,Professional,0,2-5 Miles,49,1
13966,M,0,Professional,0,0-1 Miles,49,1
13967,M,3,Professional,1,5-10 Miles,50,1
13968,F,3,Professional,1,0-1 Miles,50,1
13969,M,0,Professional,1,5-10 Miles,47,0
13970,M,0,Professional,1,0-1 Miles,47,1
13971,F,0,Professional,1,5-10 Miles,47,1
13972,M,0,Professional,1,5-10 Miles,50,0
13973,F,3,Professional,2,5-10 Miles,51,1
13974,F,4,Professional,2,5-10 Miles,50,1
13975,M,4,Professional,2,5-10 Miles,51,1
13976,M,2,Management,2,1-2 Miles,47,1
13977,F,2,Management,3,0-1 Miles,47,1
13978,F,3,Management,3,0-1 Miles,47,1
13979,F,0,Skilled Manual,2,1-2 Miles,36,1
13980,F,0,Skilled Manual,1,5-10 Miles,35,0
13981,F,5,Skilled Manual,3,1-2 Miles,71,0
13982,M,3,Skilled Manual,2,5-10 Miles,71,0
13983,M,4,Skilled Manual,2,5-10 Miles,71,0
13984,M,0,Skilled Manual,1,1-2 Miles,36,1
13985,F,0,Skilled Manual,1,1-2 Miles,36,0
13986,F,0,Skilled Manual,2,5-10 Miles,35,1
13987,M,0,Skilled Manual,2,1-2 Miles,36,1
13988,M,0,Clerical,2,5-10 Miles,36,0
13989,F,0,Skilled Manual,1,5-10 Miles,37,0
13990,F,0,Skilled Manual,1,1-2 Miles,37,1
13991,M,0,Skilled Manual,1,5-10 Miles,37,0
13992,M,0,Skilled Manual,2,1-2 Miles,37,1
13993,M,0,Skilled Manual,2,5-10 Miles,37,1
13994,M,2,Clerical,2,5-10 Miles,69,1
13995,F,4,Skilled Manual,2,1-2 Miles,68,0
13996,F,4,Skilled Manual,2,5-10 Miles,68,0
13997,F,2,Clerical,2,1-2 Miles,68,1
13998,M,2,Clerical,2,5-10 Miles,66,0
13999,M,0,Skilled Manual,2,5-10 Miles,37,1
14000,M,0,Clerical,2,5-10 Miles,38,0
14001,M,0,Clerical,2,1-2 Miles,38,0
14002,F,0,Skilled Manual,1,5-10 Miles,37,0
14003,M,0,Skilled Manual,1,1-2 Miles,37,1
14004,F,0,Skilled Manual,2,5-10 Miles,38,0
14005,M,0,Skilled Manual,2,0-1 Miles,38,1
14006,F,0,Skilled Manual,2,5-10 Miles,37,1
14007,F,2,Clerical,2,1-2 Miles,66,1
14008,F,2,Clerical,2,5-10 Miles,66,0
14009,F,2,Clerical,2,1-2 Miles,66,0
14010,M,3,Clerical,2,1-2 Miles,65,1
14011,M,3,Clerical,2,5-10 Miles,64,1
14012,M,2,Management,2,5-10 Miles,65,1
14013,M,3,Skilled Manual,2,5-10 Miles,64,0
14014,F,3,Skilled Manual,2,1-2 Miles,63,0
14015,M,3,Skilled Manual,2,5-10 Miles,64,0
14016,M,3,Skilled Manual,2,1-2 Miles,64,0
14017,F,0,Skilled Manual,2,1-2 Miles,34,1
14018,F,3,Skilled Manual,2,5-10 Miles,63,0
14019,F,3,Skilled Manual,2,5-10 Miles,63,0
14020,F,2,Skilled Manual,2,1-2 Miles,61,1
14021,F,0,Skilled Manual,2,5-10 Miles,39,0
